,Rooms,Distance,Postcode,Bathroom,Car,Landsize,Lattitude,Longtitude,Propertycount,Type_h,Type_t,Type_u,Method_PI,Method_S,Method_SA,Method_SP,Method_VB,Regionname_Eastern Metropolitan,Regionname_Northern Metropolitan,Regionname_Northern Victoria,Regionname_South-Eastern Metropolitan,Regionname_Southern Metropolitan,Regionname_Western Metropolitan,Price
201,3,11.1,3025.0,1.0,2.0,585.0,-37.8258,144.8523,5132.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,708000.0
203,3,11.1,3025.0,1.0,3.0,551.0,-37.8254,144.8514,5132.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,680000.0
204,3,11.1,3025.0,1.0,3.0,602.0,-37.8327,144.8451,5132.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,770000.0
205,3,11.1,3025.0,1.0,2.0,740.0,-37.8269,144.8455,5132.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,923000.0
207,3,11.1,3025.0,2.0,2.0,276.0,-37.8262,144.8443,5132.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,620000.0
208,3,11.1,3025.0,1.0,1.0,531.0,-37.8277,144.8385,5132.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,728500.0
209,3,11.1,3025.0,2.0,1.0,590.0,-37.8382,144.8649,5132.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,931000.0
211,3,11.1,3025.0,1.0,2.0,561.0,-37.8444,144.8491,5132.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,590000.0
212,2,11.1,3025.0,1.0,2.0,691.0,-37.834,144.8553,5132.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,610000.0
213,3,11.1,3025.0,2.0,3.0,555.0,-37.8318,144.8388,5132.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,815000.0
214,4,11.1,3025.0,1.0,2.0,708.0,-37.833,144.8494,5132.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,970000.0
215,4,11.1,3025.0,1.0,3.0,668.0,-37.8262,144.8439,5132.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,760000.0
216,4,11.1,3025.0,3.0,1.0,252.0,-37.8393,144.8568,5132.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,847500.0
218,3,11.1,3025.0,1.0,1.0,557.0,-37.8441,144.8505,5132.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,700000.0
219,3,11.1,3025.0,1.0,1.0,536.0,-37.8285,144.8351,5132.0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,625000.0
220,2,11.1,3025.0,1.0,1.0,153.0,-37.8332,144.8649,5132.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,292000.0
221,2,6.3,3143.0,1.0,1.0,0.0,-37.8543,145.0262,4836.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,599000.0
222,2,6.3,3143.0,1.0,0.0,861.0,-37.8539,145.0284,4836.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,550000.0
223,3,6.3,3143.0,2.0,2.0,0.0,-37.8552,145.016,4836.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,995000.0
224,3,6.3,3143.0,2.0,2.0,101.0,-37.854,145.0135,4836.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,1205000.0
225,3,6.3,3143.0,2.0,2.0,296.0,-37.8614,145.0274,4836.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1939000.0
226,1,6.3,3143.0,1.0,0.0,0.0,-37.853,145.0167,4836.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,421500.0
227,3,6.3,3143.0,1.0,1.0,217.0,-37.8592,145.0182,4836.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1870000.0
228,2,6.3,3143.0,1.0,2.0,0.0,-37.8538,145.0127,4836.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,678000.0
229,3,6.3,3143.0,2.0,2.0,0.0,-37.8537,145.0267,4836.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,1918000.0
230,2,6.3,3143.0,1.0,1.0,0.0,-37.8619,145.0257,4836.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,660000.0
231,3,6.3,3143.0,2.0,1.0,205.0,-37.8574,145.0281,4836.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,2050000.0
232,2,6.3,3143.0,1.0,2.0,0.0,-37.8552,145.016,4836.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,700000.0
233,2,6.3,3143.0,2.0,2.0,0.0,-37.8555,145.0291,4836.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,3625000.0
237,2,6.3,3143.0,1.0,1.0,0.0,-37.8528,145.0268,4836.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,825000.0
238,3,6.3,3143.0,2.0,2.0,246.0,-37.8566,145.0116,4836.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,1586000.0
239,2,6.3,3143.0,1.0,1.0,0.0,-37.8596,145.0198,4836.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,645000.0
240,1,6.3,3143.0,2.0,1.0,144.0,-37.8564,145.0228,4836.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,1435000.0
241,1,6.3,3143.0,1.0,1.0,0.0,-37.8619,145.0185,4836.0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,280000.0
242,1,6.3,3143.0,1.0,1.0,0.0,-37.8605,145.0185,4836.0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,400000.0
243,2,6.3,3143.0,2.0,2.0,0.0,-37.8537,145.0267,4836.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1780000.0
244,2,6.3,3143.0,1.0,1.0,0.0,-37.8574,145.0174,4836.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,592500.0
245,2,6.3,3143.0,1.0,0.0,249.0,-37.8543,145.016,4836.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1210000.0
246,4,6.3,3143.0,2.0,2.0,624.0,-37.8536,145.0173,4836.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,2801000.0
247,1,6.3,3143.0,1.0,0.0,881.0,-37.8614,145.0222,4836.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,390000.0
248,3,6.3,3143.0,2.0,2.0,405.0,-37.8545,145.0145,4836.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,1800000.0
249,4,6.3,3143.0,1.0,2.0,495.0,-37.8613,145.0264,4836.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,2200000.0
250,1,6.3,3143.0,1.0,1.0,0.0,-37.8537,145.0114,4836.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,324000.0
252,2,6.3,3143.0,1.0,2.0,169.0,-37.851,145.0161,4836.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1125000.0
253,3,6.3,3143.0,3.0,1.0,301.0,-37.8511,145.0167,4836.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,2250000.0
254,3,6.3,3143.0,2.0,0.0,336.0,-37.8558,145.015,4836.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,2360000.0
255,2,6.3,3143.0,2.0,0.0,207.0,-37.8571,145.0224,4836.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,1900000.0
256,1,6.3,3143.0,1.0,1.0,0.0,-37.8531,145.0115,4836.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,440000.0
257,2,6.3,3143.0,1.0,1.0,0.0,-37.8646,145.0247,4836.0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,490000.0
258,3,6.3,3143.0,2.0,1.0,316.0,-37.8521,145.019,4836.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,2365000.0
259,3,6.3,3143.0,1.0,2.0,212.0,-37.8542,145.0149,4836.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,1300000.0
260,3,6.3,3143.0,2.0,2.0,0.0,-37.8597,145.0104,4836.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,732000.0
261,2,6.3,3143.0,1.0,1.0,0.0,-37.8573,145.0186,4836.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,704000.0
262,2,6.3,3143.0,1.0,1.0,0.0,-37.8596,145.0198,4836.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,620000.0
263,3,6.3,3143.0,1.0,2.0,328.0,-37.8559,145.0158,4836.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1900000.0
264,1,6.3,3143.0,1.0,1.0,0.0,-37.8575,145.0174,4836.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,315000.0
265,1,6.3,3143.0,1.0,1.0,0.0,-37.8509,145.0203,4836.0,False,False,True,True,False,False,False,False,False,False,False,False,True,False,450000.0
267,2,6.3,3143.0,1.0,1.0,1194.0,-37.8604,145.0147,4836.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,872000.0
268,2,6.3,3143.0,1.0,1.0,0.0,-37.8593,145.0156,4836.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,598000.0
269,3,6.3,3143.0,1.0,2.0,186.0,-37.8554,145.0173,4836.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,1285000.0
270,4,6.3,3143.0,3.0,2.0,421.0,-37.8593,145.0275,4836.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,3660000.0
271,2,6.3,3143.0,1.0,1.0,0.0,-37.8618,145.0183,4836.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,520000.0
272,4,6.3,3143.0,1.0,2.0,709.0,-37.8574,145.016,4836.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,3625000.0
273,4,6.3,3143.0,3.0,3.0,563.0,-37.8582,145.0138,4836.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,4200000.0
274,3,6.3,3143.0,1.0,2.0,103.0,-37.8542,145.0135,4836.0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,1101000.0
275,3,6.3,3143.0,2.0,2.0,617.0,-37.8557,145.0264,4836.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,3512500.0
277,3,6.3,3143.0,1.0,1.0,0.0,-37.853,145.0264,4836.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,869000.0
279,2,6.3,3143.0,1.0,1.0,0.0,-37.8573,145.0112,4836.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,565000.0
280,1,6.3,3143.0,1.0,1.0,0.0,-37.8549,145.0113,4836.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,567000.0
281,2,6.3,3143.0,0.0,0.0,0.0,-37.8568,145.0161,4836.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,546000.0
282,2,6.3,3143.0,1.0,1.0,0.0,-37.8503,145.0185,4836.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,471500.0
283,2,5.9,3032.0,1.0,2.0,0.0,-37.7756,144.9165,6567.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,455000.0
284,3,5.9,3032.0,1.0,2.0,298.0,-37.7777,144.9195,6567.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,940000.0
285,2,5.9,3032.0,1.0,1.0,0.0,-37.7761,144.9201,6567.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,467000.0
286,3,5.9,3032.0,2.0,2.0,277.0,-37.7777,144.9221,6567.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,1380000.0
287,2,5.9,3032.0,1.0,1.0,423.0,-37.7736,144.9015,6567.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,490000.0
288,4,5.9,3032.0,3.0,1.0,478.0,-37.7729,144.9179,6567.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1850000.0
289,3,5.9,3032.0,1.0,2.0,623.0,-37.7758,144.9089,6567.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1284000.0
290,3,5.9,3032.0,2.0,2.0,285.0,-37.775,144.9091,6567.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,971000.0
291,2,5.9,3032.0,1.0,1.0,214.0,-37.7776,144.9142,6567.0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,710000.0
293,2,5.9,3032.0,1.0,1.0,226.0,-37.7745,144.9093,6567.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,750000.0
294,2,5.9,3032.0,1.0,1.0,269.0,-37.7748,144.929,6567.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1053000.0
295,3,5.9,3032.0,1.0,1.0,417.0,-37.7756,144.9208,6567.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1377000.0
296,3,5.9,3032.0,1.0,2.0,350.0,-37.7759,144.91,6567.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,970000.0
297,2,5.9,3032.0,1.0,1.0,330.0,-37.773,144.9049,6567.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,940000.0
298,2,5.9,3032.0,1.0,1.0,118.0,-37.7807,144.9288,6567.0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,751000.0
299,2,5.9,3032.0,1.0,1.0,173.0,-37.7731,144.9206,6567.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,950000.0
300,2,5.9,3032.0,1.0,2.0,228.0,-37.7718,144.9066,6567.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,685000.0
301,3,5.9,3032.0,1.0,2.0,594.0,-37.7819,144.9064,6567.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1230000.0
302,2,5.9,3032.0,1.0,1.0,0.0,-37.7738,144.9345,6567.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,636500.0
303,3,5.9,3032.0,1.0,0.0,317.0,-37.7746,144.9112,6567.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,910000.0
304,2,5.9,3032.0,1.0,1.0,226.0,-37.7774,144.9186,6567.0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,770000.0
305,3,5.9,3032.0,2.0,2.0,229.0,-37.7778,144.9065,6567.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,960000.0
306,4,5.9,3032.0,1.0,1.0,300.0,-37.7766,144.9143,6567.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,890000.0
307,2,5.9,3032.0,1.0,1.0,170.0,-37.7732,144.9206,6567.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,965000.0
308,3,5.9,3032.0,1.0,1.0,487.0,-37.7725,144.9146,6567.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1440000.0
309,2,5.9,3032.0,1.0,0.0,255.0,-37.7825,144.9208,6567.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,955000.0
310,2,5.9,3032.0,1.0,1.0,0.0,-37.7731,144.9074,6567.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,450000.0
311,3,5.9,3032.0,1.0,2.0,431.0,-37.781,144.9207,6567.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,801000.0
312,3,5.9,3032.0,2.0,2.0,440.0,-37.7746,144.9031,6567.0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,1000000.0
313,3,5.9,3032.0,2.0,2.0,532.0,-37.7737,144.904,6567.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1435000.0
314,1,5.9,3032.0,1.0,1.0,0.0,-37.7723,144.9094,6567.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,390000.0
315,3,5.9,3032.0,2.0,2.0,495.0,-37.7821,144.9055,6567.0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,1425000.0
316,4,5.9,3032.0,2.0,2.0,683.0,-37.775,144.93200000000004,6567.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1340000.0
317,3,5.9,3032.0,1.0,1.0,263.0,-37.7753,144.9116,6567.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,955000.0
319,3,5.9,3032.0,2.0,2.0,308.0,-37.7759,144.9338,6567.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1255000.0
320,2,5.9,3032.0,1.0,1.0,0.0,-37.773,144.9303,6567.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,432000.0
321,4,5.9,3032.0,3.0,2.0,562.0,-37.782,144.903,6567.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1640000.0
323,2,5.9,3032.0,1.0,1.0,301.0,-37.7791,144.914,6567.0,False,False,True,False,False,False,True,False,False,False,False,False,False,True,610000.0
324,3,5.9,3032.0,3.0,1.0,491.0,-37.7727,144.9136,6567.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,940000.0
325,3,5.9,3032.0,1.0,1.0,242.0,-37.7765,144.9114,6567.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,890000.0
326,3,5.9,3032.0,2.0,2.0,617.0,-37.7742,144.906,6567.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,1180000.0
327,4,5.9,3032.0,2.0,2.0,597.0,-37.7757,144.9088,6567.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1480000.0
328,2,5.9,3032.0,1.0,1.0,387.0,-37.7734,144.9191,6567.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1150000.0
329,3,5.9,3032.0,1.0,3.0,575.0,-37.7828,144.9049,6567.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1350000.0
331,2,5.9,3032.0,2.0,1.0,146.0,-37.7713,144.9038,6567.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,865000.0
332,2,5.9,3032.0,2.0,1.0,113.0,-37.7712,144.9088,6567.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,705000.0
333,2,5.9,3032.0,1.0,1.0,0.0,-37.7733,144.9219,6567.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,442000.0
334,2,5.9,3032.0,2.0,1.0,0.0,-37.7786,144.9141,6567.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,540000.0
335,3,5.9,3032.0,1.0,2.0,506.0,-37.7779,144.9133,6567.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1037500.0
336,3,5.9,3032.0,2.0,2.0,318.0,-37.7744,144.9035,6567.0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,1050000.0
337,2,5.9,3032.0,1.0,1.0,0.0,-37.7749,144.9137,6567.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,440000.0
338,2,5.9,3032.0,1.0,1.0,325.0,-37.7722,144.9117,6567.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1010000.0
339,4,5.9,3032.0,2.0,0.0,418.0,-37.7766,144.9187,6567.0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,1430000.0
